ENSEMBL,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000229956.10,ZRANB2-AS2,14.40061923,0.016482549,0.455811168,0.036160915,0.971154051,0.984822809
ENSG00000130643.8,CALY,1.696672738,0.016490436,1.451653984,0.011359757,0.99093642,0.995209133
ENSG00000181045.14,SLC26A11,573.1363125,-0.016497658,0.238678757,-0.069120766,0.944893492,0.971833589
ENSG00000167103.11,PIP5KL1,27.22882401,-0.016506826,0.644310373,-0.02561937,0.979560936,0.989151054
ENSG00000170242.17,USP47,1654.901448,-0.016513143,0.24036305,-0.068700837,0.945227752,0.972063639
ENSG00000189398.5,OR7E12P,1.52455432,0.016539855,1.226456099,0.013485892,0.989240141,0.99403537
ENSG00000215845.10,TSTD1,847.7904254,0.016641299,0.375383491,0.044331463,0.964640193,0.981632129
ENSG00000034533.11,ASTE1,130.0336842,-0.016661552,0.300129821,-0.055514482,0.955728593,0.976748151
ENSG00000136754.16,ABI1,1138.894687,0.01666455,0.246185037,0.067691155,0.94603149,0.972186669
ENSG00000122140.10,MRPS2,861.9271703,0.016675689,0.398154486,0.041882459,0.966592399,0.982391889
ENSG00000163155.11,LYSMD1,228.3728789,-0.016676191,0.232870131,-0.071611549,0.942911049,0.970799136
ENSG00000170852.10,KBTBD2,1112.605932,0.016706686,0.26545724,0.062935507,0.949817861,0.974049039
ENSG00000120438.11,TCP1,3095.95933,-0.016723747,0.34998849,-0.047783704,0.961888624,0.979949119
ENSG00000073905.8,VDAC1P1,25.81162855,0.016821091,0.34741284,0.048418162,0.961382985,0.979708026
ENSG00000175886.10,RPL7AP66,15.56438945,-0.016841617,0.620504263,-0.027141823,0.978346617,0.988581074
ENSG00000228115.1,RP11-165F24.5,3.345447639,-0.016931765,0.995837356,-0.01700254,0.986434589,0.99268942
ENSG00000234290.2,AC116366.6,83.39058642,0.016944748,0.478148258,0.035438272,0.971730267,0.985066203
ENSG00000182568.16,SATB1,613.594112,-0.016965166,0.37925606,-0.04473275,0.964320329,0.981402767
ENSG00000148688.13,RPP30,363.5845813,0.016986241,0.199745137,0.08503957,0.932229932,0.965322521
ENSG00000234937.1,RP11-101O6.2,1.699844524,0.016988681,1.226710802,0.01384897,0.988950474,0.994001524
ENSG00000009790.14,TRAF3IP3,107.0538952,0.017220319,0.618104856,0.027859867,0.977773918,0.988078107
ENSG00000108439.9,PNPO,696.1946942,-0.017316207,0.497384624,-0.03481452,0.972227643,0.985305263
ENSG00000280007.1,AC008079.10,30.88898678,-0.017430236,0.531747732,-0.032779146,0.973850708,0.986040669
ENSG00000019995.6,ZRANB1,512.8277575,-0.017584569,0.373500472,-0.047080448,0.96244911,0.980292895
ENSG00000264522.5,OTUD7B,554.079852,0.017661212,0.243917779,0.072406415,0.942278479,0.970584313
ENSG00000054116.11,TRAPPC3,1114.279131,-0.017687774,0.197309882,-0.089644642,0.928569608,0.963499668
ENSG00000088038.17,CNOT3,816.5647839,0.017689211,0.141374806,0.125122796,0.900426336,0.949048423
ENSG00000184232.8,OAF,1253.411208,0.017725312,0.456796517,0.038803518,0.96904704,0.983607598
ENSG00000132478.9,UNK,794.189189,0.017799397,0.262762279,0.067739544,0.94599297,0.972186669
ENSG00000171703.16,TCEA2,685.2269065,-0.01780002,0.247106705,-0.072033738,0.942575058,0.970700229
ENSG00000275454.1,CTD-2026K11.4,9.623266169,-0.017801235,0.738982351,-0.02408885,0.980781737,0.98967644
ENSG00000104529.17,EEF1D,6805.594819,-0.017855328,0.263962058,-0.067643541,0.946069394,0.972186669
ENSG00000151693.9,ASAP2,1254.728143,-0.017909183,0.430541435,-0.041596885,0.966820056,0.982468011
ENSG00000138231.12,DBR1,260.7835356,0.017967351,0.21934336,0.081914267,0.934714889,0.967022309
ENSG00000081154.11,PCNP,2638.458085,0.018013104,0.245634243,0.073333032,0.941541107,0.970204166
ENSG00000177125.5,ZBTB34,355.0264044,0.018028325,0.306431496,0.058833133,0.953085018,0.975457082
ENSG00000107745.17,MICU1,1670.695411,-0.018029456,0.384372514,-0.046906205,0.962587983,0.980390065
ENSG00000169490.16,TM2D2,1024.362437,-0.018099809,0.381099445,-0.047493664,0.96211978,0.980121853
ENSG00000182489.8,XKRX,6.930053753,0.018175484,0.84645578,0.021472456,0.982868776,0.99078745
ENSG00000162664.16,ZNF326,841.0611466,0.018326276,0.191306433,0.0957954,0.923683071,0.961114414
ENSG00000166170.9,BAG5,1138.166026,0.018348008,0.180398094,0.101708435,0.918988106,0.958688044
ENSG00000100122.5,CRYBB1,5.724556863,-0.018348406,0.865638304,-0.021196388,0.983088995,0.99078745
ENSG00000122484.8,RPAP2,464.055906,0.018380162,0.268300764,0.068505811,0.945382994,0.97210442
ENSG00000083635.7,NUFIP1,159.1071109,-0.018390069,0.382625209,-0.048062879,0.961666131,0.979836013
ENSG00000104221.12,BRF2,287.1741832,0.018460864,0.343238135,0.053784421,0.957106922,0.97740925
ENSG00000173653.7,RCE1,629.0133005,0.018483827,0.247957725,0.074544267,0.940577319,0.969825001
ENSG00000166123.13,GPT2,959.9032791,-0.018489394,0.438149841,-0.042198792,0.966340226,0.982358973
ENSG00000165322.17,ARHGAP12,909.4119383,-0.018526402,0.279497977,-0.066284564,0.947151272,0.972554329
ENSG00000197885.10,NKIRAS1,269.8951528,0.018537837,0.281601757,0.065829975,0.947513191,0.972702733
ENSG00000164219.9,PGGT1B,601.0216292,-0.018557654,0.282676543,-0.065649785,0.947656652,0.972702733
ENSG00000011007.12,ELOA,1072.097786,0.018567128,0.267488172,0.069412894,0.944660966,0.971632329
ENSG00000182141.10,ZNF708,187.3539269,-0.018610892,0.281516875,-0.06610933,0.947290783,0.972554329
ENSG00000121057.12,AKAP1,1325.887809,-0.018627881,0.272064039,-0.068468737,0.945412506,0.97210442
ENSG00000257949.6,TEN1,226.8808421,0.018711376,0.171545266,0.109075444,0.913142652,0.956028517
ENSG00000169641.13,LUZP1,887.795596,-0.018766098,0.258029786,-0.072728417,0.942022235,0.970537528
ENSG00000149084.12,HSD17B12,2004.790155,0.018769958,0.290300396,0.064657018,0.948447085,0.973286751
ENSG00000145740.18,SLC30A5,886.8627509,0.018828173,0.25672663,0.073339385,0.941536051,0.970204166
ENSG00000180182.10,MED14,1130.558028,0.018867705,0.229639546,0.082162262,0.934517682,0.966894153
ENSG00000166507.17,NDST2,460.7931854,-0.018898461,0.26914694,-0.070216147,0.944021623,0.971467325
ENSG00000123415.15,SMUG1,540.8014694,0.018900829,0.161653784,0.11692166,0.906922134,0.952861297
ENSG00000185085.2,INTS5,358.987295,-0.018927901,0.25302817,-0.07480551,0.940369458,0.969770522
ENSG00000243230.1,RP11-286H14.8,6.488727477,0.018931458,0.624216795,0.030328338,0.975805197,0.986952947
ENSG00000176720.4,BOK,841.5309279,0.018932818,0.439393099,0.043088566,0.965630934,0.982168006
ENSG00000225733.5,FGD5-AS1,2791.450066,-0.01893318,0.281039421,-0.067368415,0.946288413,0.972244427
ENSG00000213542.3,RP11-467H10.1,40.62271375,-0.019032432,0.578070173,-0.032924086,0.973735125,0.985999357
ENSG00000143341.11,HMCN1,209.7227545,0.019092687,0.742106444,0.025727694,0.979474535,0.989114367
ENSG00000169446.5,MMGT1,686.4280742,0.019098961,0.285694575,0.066850975,0.946700342,0.972527638
ENSG00000218350.1,LYPLA1P3,4.375774723,-0.019162468,0.90109812,-0.021265684,0.983033718,0.99078745
ENSG00000188186.10,LAMTOR4,1375.401201,-0.019222043,0.195712488,-0.098215719,0.921761001,0.95994178
ENSG00000056097.15,ZFR,1703.910152,-0.019230077,0.252873507,-0.076046232,0.939382317,0.969365797
ENSG00000255176.1,AP002954.3,12.99547166,0.019245578,0.667497345,0.028832442,0.976998227,0.987597012
ENSG00000198796.6,ALPK2,860.6889283,-0.01931667,0.511625628,-0.037755477,0.969882643,0.984010084
ENSG00000088727.12,KIF9,201.9547149,0.019329487,0.37105659,0.052093096,0.958454514,0.977999672
ENSG00000157625.15,TAB3,1118.744387,0.019389921,0.248609796,0.077993393,0.937833309,0.968818144
ENSG00000021645.18,NRXN3,138.6349673,-0.019426347,0.916383166,-0.021198934,0.983086964,0.99078745
ENSG00000251661.3,RP11-326C3.11,35.92504545,0.019432577,0.464030726,0.04187778,0.96659613,0.982391889
ENSG00000113456.18,RAD1,444.6096859,0.019449535,0.220512994,0.088201308,0.929716678,0.964111851
ENSG00000204439.3,C6orf47,627.343404,-0.019481692,0.380150141,-0.051247363,0.959128411,0.978219731
ENSG00000113209.8,PCDHB5,85.74064181,0.019493264,0.886327539,0.021993296,0.982453303,0.990642918
ENSG00000280344.1,AC009166.7,27.35198484,0.019494775,0.630827493,0.030903496,0.975346502,0.986826137
ENSG00000146463.11,ZMYM4,1112.942859,0.019569351,0.169423349,0.115505633,0.908044356,0.953480403
ENSG00000261019.1,RP11-111K18.2,6.916947653,0.019611451,0.951894731,0.020602541,0.983562713,0.99099442
ENSG00000166454.9,ATMIN,1068.472902,-0.019623504,0.21460636,-0.091439526,0.927143356,0.962892913
ENSG00000231345.3,BEND3P1,10.53398048,-0.019658492,0.991217007,-0.019832682,0.984176846,0.991357326
ENSG00000270184.1,RP11-568J23.5,7.4781323,-0.019704255,0.66718503,-0.029533419,0.976439166,0.987269101
ENSG00000004142.11,POLDIP2,2660.041027,-0.019707646,0.338572038,-0.058208131,0.953582844,0.975718352
ENSG00000135040.15,NAA35,346.3566885,-0.019719521,0.275911111,-0.071470558,0.943023256,0.970818788
ENSG00000154065.16,ANKRD29,208.1597493,-0.019747498,0.887123432,-0.022260147,0.982240439,0.990541909
ENSG00000081087.14,OSTM1,583.6012831,0.019766962,0.259010229,0.076317303,0.93916666,0.969270276
ENSG00000205041.1,CTC-425O23.2,15.6103347,-0.019771003,0.632115751,-0.031277504,0.975048231,0.98660918
ENSG00000100596.6,SPTLC2,1611.875679,0.019819789,0.364072837,0.054439077,0.956585346,0.977113247
ENSG00000130489.14,SCO2,355.5059412,0.019848533,0.467000361,0.04250218,0.966098374,0.982331698
